is_coffee_price,direction,price_vnd,price_change,certainty,content_date,_status,_tokens_used,url_hash
True,UP,126500.0,1500.0,1,2024-06-06,ok,2242,9edb852df4e6bcbec53454e4b13c12c095edc3d3316c19b81797be333e29726d
False,NONE,,,5,,ok,2210,97182cd7d127aa4c7989ddddc77e08f26b501c944dfe345466abe37b95218200
True,UP,124500.0,,2,2024-06-05,ok,2177,2c607826435dbe1e1bd87070243a8fa77e7bfa327ffa0a0cb66431336d845203
True,UP,123000.0,3000.0,1,2024-06-05,ok,2275,32efa338d12e7a6f115aa757fe9f11b45eb15db050feb6175b0c35839b96f21d
False,NONE,,,5,,ok,2255,2d86eaeaf737567f81227df65439fb6ac6d6187d2b3d7949f31233d82a84c8d3
False,NONE,,,5,,ok,1938,647fd284d9314eaaf5a4d3686d9ae46877f22038cded54c5f2a8b67312e124f8
False,NONE,,,5,,ok,2195,58900e0fef7ffb93b06ec36a5db7b9fa9b8b2f0a74f2205cb023d2375f3dd975
True,DOWN,120000.0,-3500.0,2,2024-06-03,ok,2241,57cbb8299cb628ba5e07f8d8151372dcde2d9f2b0e89e696aec295824f045ca3
True,UP,123000.0,1000.0,2,2024-06-02,ok,2151,f1921e6fb847f8f7c2bb233e1d6bce03f236102e463f0531075f83a2014ceaee
True,DOWN,120000.0,-3750.0,2,2024-06-02,ok,2252,f67288589563e9711adef50597849e67c996d58323c5d9cb85df881db60f227a
True,UP,123200.0,2000.0,1,2024-05-31,ok,2233,114d122baadf4eaf6c7b572e3ca9b1f89e70e6cdf9857c7d618704f93d4fc071
False,NONE,,,5,,ok,2153,1afad5626b11604275bfc94381e294398c39db6f42382ebe90af53bbb41b9b18
True,UP,126200.0,3000.0,1,2024-05-31,ok,2263,9c019b3ce21a25f5997652936359fb4e00295f77337f683daa0aca50b60cb84e
True,DOWN,120000.0,-3750.0,1,2024-05-28,ok,2206,42676fa449ab6556c881a9b3d1914bf6105f04f3017723db120b6ac28d0c54ca
True,UP,123500.0,800.0,1,2024-06-01,ok,2207,ccc2aa35551394cf5c8cc8b7d2b6c5f33178afa9f9273e20f1a561d72573982c
True,MIXED,120000.0,-11000.0,2,2024-06-01,ok,2235,c526c0d763c4117368e9c3d05eb7ba34b50ca88c6fb8f9e6744b1f632eae42e3
False,NONE,,,5,,ok,2150,5e4611b5db18524c143787e8b6cd964cb83942e97fbabd1ced0ab6f4a9316a5a
False,NONE,,,5,,ok,2124,556790f124af2a254c48634bedff839ecdf8bd497481f5e19b5450b395574229
False,NONE,,,5,,ok,2198,136af6e247cd0217c775e29757eb5541efc70434a7a33c7be2aa44c02325a5da
True,UP,120600.0,4000.0,2,2024-05-30,ok,2253,e5cf042fd28b5fef1bd9517c1db1085fb6cfc8eda8a31811c4a5e5b67f3d725d
False,NONE,,,5,,ok,1859,97886e5253a27535c2308dfe8171246dfecc0c20ac1294bb3982be52ea90fb27
False,NONE,,,5,,ok,2130,f9b2856c7d19df53634f91098311d0e8befcb72dbafbd6e2971e9b8a0ae427a2
True,MIXED,115000.0,12000.0,2,2024-05-28,ok,2206,5387fd49f464ac5222ee8e584dad33d732e209e6ee76d30ccdb26861612e68e6
False,NONE,,,5,,ok,2189,af05efb494755ea41d9862cbe44dec2b15b78ef72890a602915f159e266f9fbb
False,NONE,,,5,,ok,2153,55209024783ffdf4ca5f44d4ac024d86d4ec70683ab41f33cd1b793df0f755a4
False,NONE,,,5,,ok,2260,2989b551365781388eefe8df1da7ce74f858814a3c4454afeddcadc9e3b5896d
True,UP,116100.0,700.0,2,2024-05-28,ok,2247,cbb12901f0c8ba3ef84388dead303c96a9f550dd15622e20f61f896525639b49
False,NONE,,,5,,ok,2198,5e9538e0a8e1a360b80e30d207870082726ac50e95de77dd0f257795c12891a6
False,NONE,,,5,,ok,2133,4b812ba73c5f92e4a9eb912311d3be9b9861d73aa70f40dce9724c98dce8c3ba
False,NONE,,,5,,ok,2208,253d19fe795bb1f517eba5c404f3ea3dcbd267d6f5dfef503d3476820b6889f5
False,NONE,,,5,,ok,2241,31482ef028af5e5b795978547a55f66b595b8444c4f1cbc890b7ec1c5103089e
False,NONE,,,5,,ok,2195,335148c091f0d8ea15460300eedf56a5b793d656ac986db80b4054e4fd5aa2c5
False,NONE,,,5,,ok,2135,0ad6788ab118a309bce919ed3300c45dde9aeb88e78b97fcddb65981b1535570
True,STABLE,115500.0,,1,2024-05-26,ok,2231,0179d0a4f32f32260639cd8d557358e2d315e2c94e92f174d25f31a6031107b3
True,STABLE,115700.0,,2,2024-05-27,ok,2252,4f87e927e9439599a07ca1e7c6169bae27db6f1e4d3f4531d4cb9b0d56d47aa9
True,DOWN,114200.0,-3000.0,1,2024-05-24,ok,2229,e13d3c947960f2aebcb255615044a45562faa273363a55c5ed0f42d010354e06
False,NONE,,,5,,ok,2189,1e48f34f72fe7a6b3192a8a38943c7534d07c18b307edf43a539f30aded5d8c9
False,NONE,,,5,,ok,2168,ce56a36fb74a01256cd32ef5f1f7b2c0dda71f0dcc35d1c52fe32224e39c4866
True,UP,115700.0,1500.0,2,2024-05-26,ok,2238,958e80e7b8e3019ce7fb806b6176b17d0b039348f905ff1f140aa9b9f2eddaf5
True,UP,93500.0,600.0,2,2024-03-24,ok,2161,a842360e3fdfb5f881a7ca0228a6dc0a5db96637c5d110b9c82dbf1ff01f6500
False,NONE,,,5,,ok,2172,267872fc419dcf7829fe30d286964ccd8be47fb834dbbf3f67306de2d9446bea
True,DOWN,114000.0,-3000.0,1,2024-05-25,ok,2315,4f8101a09daae68992b16377ce305bb610831f7ecf21bb0d570b5c0890deb8b3
True,UP,109900.0,4600.0,2,2024-05-23,ok,2261,71e8e6fbfea37a46754bb7d3bed1473e4a81660e8483fd287057fac53b6d1e68
False,NONE,,,5,,ok,2160,be5a00421d750ddb6686fd93cc69f7fea8a8006228d7af1b25f3f299e6e53b8e
True,UP,130000.0,,2,,ok,2238,37eab7e9a32495f976039a0131afdcf563e02541a992ad7167e4f37bd5e4a7ae
True,DOWN,95300.0,-4100.0,2,2024-02-24,ok,2204,214ff937b17ff690cfffb3ae5cb619a28124a2f2f13d78ab53cf38f717cf964c
False,NONE,,,5,,ok,2189,0ad16ef4542bee0835b4744f8484f2e0a23cbecbf918a4571f87f520e93be66b
False,NONE,,,5,,ok,2203,30eafd415a25377a99dc67ec8f740edd384c5a95022e1fb952f4c9a0dcc8a0e4
False,NONE,,,5,,ok,2053,f3b5daa3409584ffc3ae0e3decfb0e94079b04bc89b5c62225693ef78e93f18c
True,UP,110000.0,4400.0,1,2024-05-23,ok,2260,eca20b80f59d567f4d1f582f6475581ffc82dfb5a608d21991128f0fa3a436f7
True,UP,110000.0,4600.0,2,2024-05-23,ok,2250,1da5fdca3bbca4726ad544b03505a93880ef81d780ce1ceb458b9d7515ab3786
False,NONE,,,5,,ok,2272,29dafab6f331c726e1a7227448aa3e79c68349af0f0ab85e2d6de9331e5bdfea
False,NONE,,,5,,ok,2236,c6e207c3c0c93fd21740ca459ea30046e9fcebf5757d7874b0bb00d41cb5270a
True,UP,93500.0,600.0,2,2024-03-23,ok,2174,8b2667e6b85202bd49211d17abe2b953eebea2c4f5c7f96d3a3a8438ff53dd89
False,NONE,,,5,,ok,2181,ba19cdb5818dda943f0568973414f491a15d7353697e2098a190be2c5639b851
False,NONE,,,5,,ok,2251,acd065b8dac83361da68d8e502652d8b4b7722b2bdf8390e7aee627c0437ff35
True,STABLE,102000.0,,2,2024-05-21,ok,2222,cfed9cebd50f85640a62a07c4911beed23643fa4567b966bf3b8e49ebe561ad8
True,UP,103300.0,3500.0,1,2024-05-18,ok,2211,647183149410a95da4fc1d8590dbc59db1565f3ca0f634019fc33f8aee1431eb
False,NONE,,,5,,ok,2209,dfd3bc534b36f8e0a20a213cc60ffcf2714868b74ab721d7ec04294bf3c723d5
False,NONE,,,5,,ok,2215,1bbedc8bcc1d6bc3d8347003fa954c05ff70ca68d0adbc0402f55c6716cefe86
False,NONE,,,5,,ok,2230,74f9d27bbb7a10bf63db8c768883cc54f181345f8edd30bd45c6600950f6db77
False,NONE,,,5,,ok,2160,46cfaabff5c8d64b14da5569f56271e58905b6f04f14fbcf21c5ee0183573b6b
True,DOWN,125100.0,-2700.0,1,2025-05-18,ok,2246,a1071c3842f19ffb8c2d415441182a54e7cc31574324485cd14495f44c5206bd
True,DOWN,125100.0,-2700.0,1,2025-05-18,ok,2226,7fec1b35b2875df86c21e2cd90200e3833d11ae983c58bdc0cab67742027ca5a
True,UP,103300.0,200.0,2,2024-05-18,ok,2262,eb638bcf593e55e0780e99a9fbbd0d9c023be852b5f4af5f862480c2d5f420d6
True,MIXED,101500.0,-500.0,1,2024-05-18,ok,2240,3b954df92a1a5ebc0c616e13fd4c36ab5c97db8a85cfdf11a715021cb5bb9156
False,NONE,,,5,,ok,2157,322540dd7ec96a8dd10333668a369c2662d247c1dc8a0143ece24206115d5d6c
False,NONE,,,5,,ok,2136,8d1f4efbb0c859162488753f78f3dc44dbd6ae775208ede947c8f3c138b084a3
False,NONE,,,5,,ok,2162,ef795d97003f0c75a2685f7937ebc1258be2a46e7e8bccbcb3c5f2667842a88d
False,NONE,,,5,,ok,2236,285c29e9dcf69d8a5dbb447952942dfb4f40a9b277c440541993b0ad50a9bc84
False,NONE,,,5,,ok,2152,f8e91ec75f38f7593bc26deff0e6b8823d8feb496310e6c0b7c9c7e08111af6b
False,NONE,,,5,,ok,2212,d15444d393a4282da278a001f25cafab21e4448abace8fd14ddf46d4bab6c26b
False,NONE,,,5,,ok,2189,27913c9d2a3d9611b9dc0e1a336bede8b23f9c51b720e0a545da5b1a787cbcfd
False,NONE,,,5,,ok,2236,4cec2ae4d3fe6434a44ddb948d3eb5bf5c5f0f49cd49c43b22fa635234bbfa15
False,NONE,,,5,,ok,2113,b2f1b790019f2aba6864105e842860e0da1bcbf7f766c93f6ba077c7c40c4246
False,NONE,,,5,,ok,2198,23c0e750758995554777f23745355ca3ebbd794416b5ccfdc58118c052545d5a
True,UP,134000.0,,2,,ok,2212,177234dfef50b986977b6e0df3f4d0a59516d04e36359a3f3b0358b7e9f45426
True,UP,102000.0,1200.0,1,2024-05-16,ok,2240,21a1aca735c7c162da7f3aa91a1340b50dbe94b696b4035fab264f2684d41c29
False,NONE,,,5,,ok,2203,f69b881c1bd15536e60178486d7c2c1af9b117cfbc105102c91016d4e061b493
False,NONE,,,5,,ok,2172,652352590bae6116c0976a79c62fb0b492f348281ec85688547fd4b29fa5bb66
True,UP,121200.0,1200.0,1,2024-07-03,ok,2233,a13919539530beba7c0590cb78231cfef359202ba4f0b5c2b67ee347457006b0
True,UP,67200.0,,2,2023-11-30,ok,2239,b5db0d1db0647041b966c48ab44fb9c236a5168046a40870f87a35c65bafdcf6
False,NONE,,,5,,ok,2271,cfd1be071f9f81f6fa023d8e0c64d350db83eceed9929f265d07afc2beb800ef
False,NONE,,,5,,ok,2194,068a9b42b5540a87fb3685fc87129702768e7bbd0e5d0e96c46b4c0eaf508206
False,NONE,,,5,,ok,2180,abc026931dba2f0c8369679df37b0d6d8fb0ffbaea4ff23d8d97dfb5b01716ab
False,NONE,,,5,,ok,2213,fc0ecba456a679f6821bcb9043124eb5bfb81493d916a7e07ae904437eeb6ef7
True,UP,99500.0,,2,2024-05-12,ok,2282,70fb9810f01b8b8d8c4abd41aab162ef3e09282733a9aca6d98b7f038d69e798
False,NONE,,,5,,ok,2224,b4883ef49019a0d354c239372f4fc7ae46d717e377a9931c60baf29ae0252ebb
True,DOWN,95700.0,-39000.0,1,2024-05-08,ok,2264,e0a52dd4368f53da82bf058bb464798aed9d2979a638b8fcdde90d1235041994
True,UP,110000.0,,2,,ok,2145,515909cf7a9ecf21221b2205407eb04ae73e465956e11061e47859682b3c379d
False,NONE,,,5,,ok,2202,1d74d161e9610535c0ca60e1a53585051cdde74f313e8ffbbe17db104628eafd
True,UP,110000.0,,2,,ok,2174,18a53ce2e632c0a07f37604249ae13bee7e3196c43795b04ffa7e1a8cb263478
False,NONE,,,5,,ok,2145,bd0f73138a6d502925da6480fa38f213ce7449d2bfc58ce23ec4f3e9d4edd128
False,NONE,,,5,,ok,2138,532fe569598dd0fee27b670983a18d14d107f7c5bcb8d6c20dec95c834cd3607
True,UP,100000.0,,2,2024-05-10,ok,2195,ba443916a073e3a9a2594331396620bac5af16f292857c168594f149f8c32254
False,NONE,,,5,,ok,2125,b13c231aaca0a97280aa942dbb8fca7015d9999ac276805f83d44cf7a85aa469
False,NONE,,,5,,ok,2182,962fa51fec131c1e11a20a6f1dcc09964b7093b52c7cca03925f97a9d93ca57d
False,NONE,,,5,,ok,2172,f04668b806d4be8e21364d55468f5fb1d92f884fdbf99e5b8d6ab43ec054f0fb
True,DOWN,,-500.0,1,2024-09-24,ok,1892,c51d4a59a65fe80c424eba663248f5f1d97abcc34f2a54c40f7b7bc3e8c0a55a
False,NONE,,,5,,ok,2171,ee7eaa4f0e3452d39d9f0cb3da09d7ebf101063d6e554f0779eb4126b9bfe6c1
True,DOWN,,-35000.0,1,2024-05-10,ok,2215,fd282583b38a1ef99e17d5c7549813171cede17b9c8164dc61735b86b3dd0709
False,NONE,,,5,,ok,2169,dd87e1968f34bb8529b0fb334c07e7de5608906763b90f3730c0c5350ac7a1c2
True,UP,96000.0,1000.0,1,2024-05-09,ok,2218,461e8bd8a2620ed7f7f090bbb1b342156236a31d9fd87f63219d2655c4eacb5d
True,UP,131000.0,31700.0,2,2024-04-27,ok,2233,f125eb13688243e98d43ca94195673182d796027a0fd7454f33f1d37316cc380
False,NONE,,,5,,ok,2161,4e1d27b1a861ee9315bf925ba851fcc63493a987d547492d875240efe0f4be8b
True,DOWN,96000.0,-4000.0,1,2024-05-07,ok,2248,b1a5fdbd10ba63b1a42fa72f44d515aac5d5611fe0a18c1080ff75e94e31d1b2
True,DOWN,100000.0,-1000.0,1,2024-05-07,ok,2083,3b80b2c21a8ae0e568fdb249cf6f642ea511fb8918110f8883d9e373ebfb14b2
True,DOWN,99000.0,-30000.0,2,2024-05-07,ok,2188,96dad7e768e1ee11e08ccb6dc3350ee103bbab26d0e87835a20f1f50041f00d7
False,NONE,,,5,,ok,2173,47d5f56c6e2eefdda847f8bfdb41100ca2b7df63492efd774da6d28a7f87195f
True,DOWN,100000.0,-24000.0,2,2024-05-04,ok,2266,c77a928fd6a5ebeca96e481e2def45fafbf79be56f2ed7fb5edbca85e050361c
True,DOWN,100500.0,-1000.0,2,2024-05-06,ok,2254,37763743ebc7287681b0c476d5fc174511a9f809316b9225eb2d8e7cb42df215
False,NONE,,,5,,ok,2142,01bb593e1ae71ef3dda8b946e4820b10ff1458411baa6393e15b959b59df46ec
False,NONE,,,5,,ok,2174,8465c5df4a45db7d68158a7a6cc207f1fca0aece8f9ada5db82a544e90c116f7
True,UP,93500.0,600.0,2,2024-03-24,ok,2180,e0b5e6459914dcdfc6f9fd39101ce3e8e816588c6bc35974a183015b56acc934
True,UP,130000.0,,1,2024-05-06,ok,2205,17d5fe368c002b01a5398350a0e16096c115597948625ac332f369766d4bf72e
True,DOWN,101000.0,-2000.0,1,2024-05-06,ok,2234,fea150edef956fa7cf8ded2c32c0d4b1c963d4a254e69fb8e91ad931a18458a5
False,NONE,,,5,,ok,2171,81b55c0e9aa9d6fe83ceb19b8083748cf2d2eb9fb79c2f8aca0c6927339bd7b7
False,NONE,,,5,,ok,2219,00a6b011367b9fd2c8c3e7dcf7893e6f43e7acd05c5d81ffe9ac29d077174521
True,DOWN,102900.0,-15500.0,1,2024-05-05,ok,2258,0b01672283d52590c3d1e3502f1a794f2538d2a6742e175b841744c7b6118052
True,UP,93500.0,600.0,2,2024-03-23,ok,2175,bba7243e10908ac6db24d5c683ec87a745b5702187e37f0b6fe987c3b67725e5
True,UP,110000.0,,2,2024-05-04,ok,2267,7a3e61023203840fb266ccf5b8228065da4c8f3b942e41c4b66de326d74adb64
True,DOWN,110000.0,-25000.0,1,2024-05-04,ok,2232,a7be3c510e06847b636e3f8f1be2453ca3fa56a15f4731c77afbe6933c147bf3
True,DOWN,110000.0,-8000.0,1,2024-05-04,ok,2257,17eed5ae0b22f0bc0594839f9b4ac0a186fa6e6068adbdb66a2584844517070f
True,DOWN,129500.0,-5500.0,2,,ok,2224,9cb5552afbe36d5e48d88735fad6137d9f9fa0d196cf901634ad26ed9a22e93d
False,NONE,,,5,,ok,2179,a4e7e0e3fb3e673fc02bccec6be41c451a02592837ca3fc6319fdde934bd55e4
False,NONE,,,5,,ok,2163,47924a9b5fe2b721ceca1f6fcf36f658df259852d038dcb428fa5073dbd41272
True,DOWN,130400.0,-2500.0,1,2024-05-03,ok,2276,d0b3dcb367d2ff0b88d95c90d8b030178e2b1560e02086a091c23810150d58d6
True,DOWN,117500.0,-12500.0,2,2024-05-03,ok,2243,ee076eb657789f93fee8072b8a6a03bb48b1f42e2329104ff45c2f07461538bd
True,UP,120000.0,,1,2024-05-02,ok,2234,fbfb85ad9518215e15b85e210e4821d2f0e0f7ea403b926ff89f3c61c257773a
True,DOWN,129000.0,-5000.0,2,2024-05-02,ok,2203,a51896f11323d88f5e788c95b783e4a9d30d2a75a2b51ac79a3118f5143a0425
True,DOWN,135000.0,-2000.0,2,2024-05-02,ok,2256,643c9c0434e3e39b09c97054169c5a1d33921697e3e1de5dcb73c13f13550113
False,NONE,,,5,,ok,2214,f0cc8c10a4f1004592ffb17aac75e7c3d93c1b0761e812b537a6db7c879e74de
True,UP,134100.0,200.0,2,2024-05-01,ok,2231,921538b1d5a35c1bf6d2c6ad6cab5b8a1c81e5a1f0b8b32e71c4c4e536a64da1
True,STABLE,137000.0,,2,2024-04-29,ok,2185,863162852c0c1fb759cdf4f22016d155f8bf449fbd2412e04576395c5ab50b84
True,UP,133100.0,,2,2024-05-01,ok,2229,ca205c11e5c36d02980a2723e1879417c5a06ece798f2279a081178fc84e5827
True,DOWN,133000.0,-1200.0,1,2024-05-01,ok,2220,71bd38aa18e0f5528960ecaaae7de5b6cff1bd5eeeab3ce6911a4991fd086681
True,UP,134700.0,,2,2024-04-30,ok,2229,8632c5e2b56ce9d8c54dc9c0256a4436b070fddcece7e9fd1aca6434a969fbfc
True,STABLE,134000.0,,2,2024-04-30,ok,2263,76f47de486b42c1789f9462bf9db2e60e651142ecd9ab55aeaa2ce923af09dc5
True,UP,133500.0,,2,2024-04-30,ok,2172,e17972b8515047dfdb94141e1b0e7569bf70660382fae391f5ca25c50dcb3e9c
True,UP,133900.0,2500.0,2,2024-04-29,ok,2277,5af6f5ad5240610b62c7be273f13518595bef8d4b9979bf84635e2c699f11b75
